timestamp,name,mode,level,sentence_id,gold,typed,typed_vowels,gold_vowels,vowel_cer,t_init_ms,t_total_ms,keystrokes,backspaces,mean_iki_ms,selected_rank,success
2026-06-23T16:08:30,あんおう,ime,2,L2-03,お腹がすいた,お腹が空いた,,o a a a u i a,,1271.0,3914.0,13,1,249.8,-1,1
2026-06-23T16:08:40,あんおう,ime,3,L3-01,来週は寒くなりそうだ,来週は寒くなりそうだ,,a i u u a a u u a i o u a,,1228.0,6283.0,26,1,216.0,-1,1
2026-06-23T16:08:49,あんおう,ime,3,L3-02,あなたはどこにいるの,あなたはどこにいるの,,a a a a o o i i u o,,448.0,5233.0,20,1,237.6,-1,1
2026-06-23T16:09:05,あんおう,ime,3,L3-03,車で行こうか、電車で行こうか,車で行こうか、電車で行こうか,,u u a e i o u a 、 e n a e i o u a,,381.0,12313.0,32,1,336.9,-1,1
2026-06-23T16:09:39,あんおう,vowel_infer,1,L1-01,おはよう,おはよう,,o a o u,,10725.0,1208.0,1,0,0.0,-1,1
2026-06-23T16:09:47,あんおう,vowel_infer,1,L1-02,パソコン,パソコン,,a o o n,,3456.0,1439.0,1,0,0.0,-1,1
2026-06-23T16:10:05,あんおう,vowel_infer,1,L1-03,電話,電話,,e n a,,11561.0,3108.0,1,1,1629.0,-1,1
2026-06-23T16:10:22,あんおう,vowel_infer,2,L2-01,何を食べようか,何を食べようか,,a i o a e o u a,,12639.0,1174.0,1,0,0.0,-1,1
2026-06-23T16:10:36,あんおう,vowel_infer,2,L2-02,気をつけてね,気をつけてね,,i o u e e e,,9818.0,974.0,1,0,0.0,-1,1
2026-06-23T16:10:51,あんおう,vowel_infer,2,L2-03,お腹がすいた,お腹がすいた,,o a a a u i a,,11542.0,790.0,1,0,0.0,-1,1
2026-06-23T16:11:10,あんおう,vowel_infer,3,L3-01,来週は寒くなりそうだ,来週は寒くなりそうだ,,a i u u a a u u a i o u a,,11511.0,3357.0,1,0,0.0,-1,1
2026-06-23T16:11:34,あんおう,vowel_infer,3,L3-02,あなたはどこにいるの,あなたはどこにいるの,,a a a a o o i i u o,,18346.0,2342.0,1,1,1493.0,-1,1
2026-06-23T16:12:00,あんおう,vowel_infer,3,L3-03,車で行こうか、電車で行こうか,車で行こうか、電車で行こうか,,u u a e i o u a 、 e n a e i o u a,,22185.0,1474.0,1,0,0.0,-1,1
