timestamp,name,mode,level,sentence_id,gold,typed,typed_vowels,gold_vowels,vowel_cer,t_init_ms,t_total_ms,keystrokes,backspaces,mean_iki_ms,selected_rank,success
2026-06-23T15:56:04,みや,vowel_noinfer,3,L3-03,車で行こうか、電車で行こうか,uuaeiouaenaeioua,uuaeiouaenaeioua,u u a e i o u a 、 e n a e i o u a,0.058823529411764705,684.0,9616.0,16,0,573.5,-1,1
2026-06-23T15:56:47,みや,ime,1,L1-01,おはよう,おはよう,,o a o u,,2381.0,1793.0,4,0,282.3,-1,1
2026-06-23T15:56:56,みや,ime,1,L1-02,パソコン,パソコン,,a o o n,,3094.0,2446.0,8,1,262.1,-1,1
2026-06-23T15:57:01,みや,ime,1,L1-03,電話,電話,,e n a,,633.0,1613.0,6,1,196.7,-1,1
2026-06-23T15:57:10,みや,ime,2,L2-01,何を食べようか,何を食べようか,,a i o a e o u a,,747.0,3829.0,12,1,278.9,-1,1
2026-06-23T15:57:19,みや,ime,2,L2-02,気をつけてね,た,,i o u e e e,,4610.0,794.0,1,0,0.0,-1,0
2026-06-23T15:57:27,みや,ime,2,L2-02,気をつけてね,気をつけてね,,i o u e e e,,627.0,2130.0,8,1,222.5,-1,1
2026-06-23T15:57:35,みや,ime,2,L2-03,お腹がすいた,お腹が空いた,,o a a a u i a,,370.0,4679.0,13,1,325.5,-1,1
2026-06-23T15:57:43,みや,ime,3,L3-01,来週は寒くなりそうだ,来週は寒くなりそうだ,,a i u u a a u u a i o u a,,606.0,4113.0,18,1,207.2,-1,1
2026-06-23T15:57:50,みや,ime,3,L3-02,あなたはどこにいるの,あなたはどこにいるの,,a a a a o o i i u o,,412.0,3262.0,11,0,263.9,-1,1
2026-06-23T15:58:00,みや,ime,3,L3-03,車で行こうか、電車で行こうか,車で行こうか、電車で行こうか,,u u a e i o u a 、 e n a e i o u a,,450.0,6697.0,28,3,203.2,-1,1
2026-06-23T15:58:34,みや,vowel_infer,1,L1-01,おはよう,おはよう,,o a o u,,13704.0,8061.0,2,4,1266.8,-1,1
2026-06-23T15:58:41,みや,vowel_infer,1,L1-02,パソコン,パソコン,,a o o n,,3581.0,595.0,1,0,0.0,-1,1
2026-06-23T15:58:52,みや,vowel_infer,1,L1-03,電話,電話,,e n a,,6080.0,1127.0,1,1,530.0,-1,1
2026-06-23T15:59:04,みや,vowel_infer,2,L2-01,何を食べようか,何を食べようか,,a i o a e o u a,,8132.0,592.0,1,0,0.0,-1,1
2026-06-23T15:59:14,みや,vowel_infer,2,L2-02,気をつけてね,気をつけてね,,i o u e e e,,6466.0,625.0,1,0,0.0,-1,1
2026-06-23T15:59:23,みや,vowel_infer,2,L2-03,お腹がすいた,お腹がすいた,,o a a a u i a,,5303.0,543.0,1,0,0.0,-1,1
2026-06-23T15:59:35,みや,vowel_infer,3,L3-01,来週は寒くなりそうだ,来週は寒くなりそうだ,,a i u u a a u u a i o u a,,7756.0,709.0,1,0,0.0,-1,1
2026-06-23T15:59:49,みや,vowel_infer,3,L3-02,あなたはどこにいるの,あ,,a a a a o o i i u o,,10756.0,578.0,1,0,0.0,-1,0
2026-06-23T16:00:00,みや,vowel_infer,3,L3-02,あなたはどこにいるの,あなたはどこにいるの,,a a a a o o i i u o,,6214.0,1110.0,1,1,595.0,-1,1
2026-06-23T16:00:26,みや,vowel_infer,3,L3-03,車で行こうか、電車で行こうか,車で自動車電車で移動だ,,u u a e i o u a 、 e n a e i o u a,,22085.0,442.0,1,0,0.0,-1,0
2026-06-23T16:00:40,みや,vowel_infer,3,L3-03,車で行こうか、電車で行こうか,車で行こうか、電車で行こうか,,u u a e i o u a 、 e n a e i o u a,,8765.0,792.0,1,0,0.0,-1,1
