timestamp,name,mode,level,sentence_id,gold,typed,typed_vowels,gold_vowels,vowel_cer,t_init_ms,t_total_ms,keystrokes,backspaces,mean_iki_ms,selected_rank,success
2026-06-23T15:24:52,ひとみ,vowel_noinfer,1,L1-02,パソコン,aoon,aoon,a o o n,0.0,955.0,1626.0,4,0,300.0,-1,1
2026-06-23T15:24:56,ひとみ,vowel_noinfer,1,L1-03,電話,ena,ena,e n a,0.0,371.0,695.0,3,0,142.0,-1,1
2026-06-23T15:25:04,ひとみ,vowel_noinfer,2,L2-01,何を食べようか,aioaeoua,aioaeoua,a i o a e o u a,0.0,965.0,3513.0,8,0,450.1,-1,1
2026-06-23T15:25:09,ひとみ,vowel_noinfer,2,L2-02,気をつけてね,ioueee,ioueee,i o u e e e,0.0,678.0,1981.0,6,0,307.0,-1,1
2026-06-23T15:25:16,ひとみ,vowel_noinfer,2,L2-03,お腹がすいた,oaaauia,oaaauia,o a a a u i a,0.0,553.0,2114.0,7,0,289.2,-1,1
2026-06-23T15:25:24,ひとみ,vowel_noinfer,3,L3-01,来週は寒くなりそうだ,aiuuaauuaioua,aiuuaauuaioua,a i u u a a u u a i o u a,0.0,451.0,4848.0,13,0,373.8,-1,1
2026-06-23T15:25:31,ひとみ,vowel_noinfer,3,L3-02,あなたはどこにいるの,aaaaooiiuo,aaaaooiiuo,a a a a o o i i u o,0.0,477.0,3546.0,10,0,340.8,-1,1
2026-06-23T15:25:45,ひとみ,vowel_noinfer,3,L3-03,車で行こうか、電車で行こうか,"uuaeioua,enaeioua","uuaeioua,enaeioua",u u a e i o u a 、 e n a e i o u a,0.058823529411764705,715.0,9725.0,17,0,544.9,-1,0
2026-06-23T15:26:02,ひとみ,vowel_noinfer,3,L3-03,車で行こうか、電車で行こうか,uuaeiouaenaeioua,uuaeiouaenaeioua,u u a e i o u a 、 e n a e i o u a,0.058823529411764705,865.0,12765.0,16,0,762.3,-1,1
2026-06-23T15:26:26,ひとみ,ime,1,L1-01,おはよう,おはよう,,o a o u,,1249.0,4649.0,15,2,267.6,-1,1
2026-06-23T15:26:32,ひとみ,ime,1,L1-02,パソコン,パソコン,,a o o n,,446.0,2746.0,7,1,159.1,-1,1
2026-06-23T15:26:38,ひとみ,ime,1,L1-03,電話,電話,,e n a,,294.0,2414.0,7,1,283.0,-1,1
2026-06-23T15:26:45,ひとみ,ime,2,L2-01,何を食べようか,何を食べようか,,a i o a e o u a,,376.0,3532.0,17,1,183.2,-1,1
2026-06-23T15:26:52,ひとみ,ime,2,L2-02,気をつけてね,気をつけてね,,i o u e e e,,384.0,2815.0,14,1,174.8,-1,1
2026-06-23T15:26:58,ひとみ,ime,2,L2-03,お腹がすいた,お腹が空いた,,o a a a u i a,,432.0,2782.0,14,1,161.8,-1,1
2026-06-23T15:27:08,ひとみ,ime,3,L3-01,来週は寒くなりそうだ,来週は寒くなりそうだ,,a i u u a a u u a i o u a,,510.0,6415.0,30,2,195.1,-1,1
2026-06-23T15:27:16,ひとみ,ime,3,L3-02,あなたはどこにいるの,あなたはどこにいるの,,a a a a o o i i u o,,327.0,4581.0,20,1,207.4,-1,1
2026-06-23T15:27:30,ひとみ,ime,3,L3-03,車で行こうか、電車で行こうか,車で行こうか、電車で行こうか,,u u a e i o u a 、 e n a e i o u a,,536.0,10315.0,39,2,247.9,-1,1
2026-06-23T15:28:02,ひとみ,vowel_infer,1,L1-01,おはよう,おはよう,,o a o u,,5487.0,643.0,1,0,0.0,-1,1
2026-06-23T15:28:09,ひとみ,vowel_infer,1,L1-02,パソコン,パソコン,,a o o n,,2896.0,344.0,1,0,0.0,-1,1
2026-06-23T15:28:19,ひとみ,vowel_infer,1,L1-03,電話,電話,,e n a,,6082.0,1261.0,1,1,729.0,-1,1
2026-06-23T15:28:39,ひとみ,vowel_infer,2,L2-01,何を食べようか,何を食べようか,,a i o a e o u a,,15524.0,742.0,1,1,244.0,-1,1
2026-06-23T15:28:49,ひとみ,vowel_infer,2,L2-02,気をつけてね,気をつけてね,,i o u e e e,,6139.0,460.0,1,0,0.0,-1,1
2026-06-23T15:28:57,ひとみ,vowel_infer,2,L2-03,お腹がすいた,お腹がすいた,,o a a a u i a,,4265.0,443.0,1,0,0.0,-1,1
2026-06-23T15:29:14,ひとみ,vowel_infer,3,L3-01,来週は寒くなりそうだ,来週は寒くなりそうだ,,a i u u a a u u a i o u a,,6245.0,7128.0,2,1,3266.5,-1,1
2026-06-23T15:29:25,ひとみ,vowel_infer,3,L3-02,あなたはどこにいるの,あなたはどこにいるの,,a a a a o o i i u o,,6710.0,1126.0,1,1,461.0,-1,1
2026-06-23T15:29:54,ひとみ,vowel_infer,3,L3-03,車で行こうか、電車で行こうか,車で行こうか、車で行こうか,,u u a e i o u a 、 e n a e i o u a,,5238.0,20937.0,2,0,20111.0,-1,0
2026-06-23T15:30:17,ひとみ,vowel_infer,3,L3-03,車で行こうか、電車で行こうか,車で行こうか、電車で行こうか,,u u a e i o u a 、 e n a e i o u a,,5183.0,13348.0,2,1,6350.0,-1,1
